,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,title,authors,n_citation,doi,url,pdf,conf,fos,year,pool,topic,labels
1386,1386,1386,1386,19811.0,A Survey on Fuzzy Implication Functions,M. MasM. Monserrat ; J. Torrens ; E. Trillas ; ,249,10.1109/TFUZZ.2007.896304,,,IEEE Transactions on Fuzzy Systems,Defuzzification=0.68056 ; Fuzzy classification=0.69439 ; Fuzzy set operations=0.74816 ; Fuzzy logic=0.67242 ; Fuzzy mathematics=0.67818 ; Artificial intelligence=0.0 ; Type-2 fuzzy sets and systems=0.70875 ; Fuzzy associative matrix=0.67244 ; Fuzzy number=0.73558 ; Machine learning=0.4398 ; Mathematics=0.41667 ; ,2007,B,ML,ml
1387,1387,1387,1387,19812.0,Adaptive Fuzzy Control of a Class of Nonlinear Systems by Fuzzy Approximation Approach,Bing ChenX. P. Liu ; S. S. Ge ; Chong Lin ; ,173,10.1109/TFUZZ.2012.2190048,,,IEEE Transactions on Fuzzy Systems,Mathematical optimization=0.46542 ; Neuro-fuzzy=0.67313 ; Defuzzification=0.68009 ; Control theory=0.47602 ; Fuzzy set operations=0.68683 ; Fuzzy logic=0.67657 ; Adaptive neuro fuzzy inference system=0.66213 ; Fuzzy control system=0.66779 ; Fuzzy associative matrix=0.62972 ; Fuzzy number=0.70273 ; Mathematics=0.39784 ; ,2012,B,None,mo
1388,1388,1388,1388,19813.0,ANN vs. SVM: Which one performs better in classification of MCCs in mammogram imaging,Jinchang Ren,129,10.1016/j.knosys.2011.07.016,,,Knowledge Based Systems,Mammography=0.412 ; Early detection=0.0 ; Receiver operating characteristic=0.47411 ; Microcalcification=0.48156 ; Pattern recognition=0.44558 ; Computer science=0.39519 ; Computer-aided diagnosis=0.43939 ; Support vector machine=0.53901 ; Artificial intelligence=0.0 ; Artificial neural network=0.5147 ; Machine learning=0.44018 ; ,2012,B,ML,ml
1389,1389,1389,1389,19817.0,Predicting stock and stock price index movement using Trend Deterministic Data Preparation and machine learning techniques,Jigar PatelSahil Shah ; Priyank Thakkar ; K Kotecha ; ,190,10.1016/j.eswa.2014.07.040,,,Expert Systems With Applications,Online machine learning=0.58484 ; Data mining=0.4443 ; Computer science=0.42224 ; Support vector machine=0.48752 ; Stock exchange=0.58806 ; Artificial intelligence=0.0 ; Stock (geology)=0.49887 ; Predictive modelling=0.46278 ; Random forest=0.48159 ; Artificial neural network=0.48681 ; Stock market=0.5944 ; Machine learning=0.44061 ; ,2015,B,ML,ml
1390,1390,1390,1390,19843.0,Adaptive Fuzzy Robust Output Feedback Control of Nonlinear Systems With Unknown Dead Zones Based on a Small-Gain Approach,Yongming LiShaocheng Tong ; Yanjun Liu ; Tieshan Li ; ,170,10.1109/TFUZZ.2013.2249585,,,IEEE Transactions on Fuzzy Systems,State observer=0.53857 ; Backstepping=0.55393 ; Mathematical optimization=0.46025 ; Control theory=0.47998 ; Nonlinear control=0.61847 ; Fuzzy logic=0.61427 ; Adaptive neuro fuzzy inference system=0.62227 ; Adaptive control=0.62438 ; Fuzzy control system=0.61892 ; Robust control=0.60622 ; Mathematics=0.39418 ; ,2014,B,None,mo
1391,1391,1391,1391,19852.0,Validity-guided (re)clustering with applications to image segmentation,A.M. BensaidL.O. Hall ; J.C. Bezdek ; L.P. Clarke ; M.L. Silbiger ; J.A. Arrington ; R.F. Murtagh ; ,329,10.1109/91.493905,,,IEEE Transactions on Fuzzy Systems,Canopy clustering algorithm=0.62203 ; Fuzzy clustering=0.68943 ; Pattern recognition=0.47012 ; Fuzzy logic=0.51361 ; Fuzzy set=0.52779 ; Image segmentation=0.5747 ; Unsupervised learning=0.508 ; Artificial intelligence=0.0 ; Cluster analysis=0.62032 ; Contextual image classification=0.53413 ; Machine learning=0.46026 ; Mathematics=0.38407 ; ,1996,B,ML,ml
1392,1392,1392,1392,19859.0,Recurrent neural network and a hybrid model for prediction of stock returns,Akhter Mohiuddin RatherArun Agarwal ; V.N. Sastry ; ,116,10.1016/j.eswa.2014.12.003,,,Expert Systems With Applications,Exponential smoothing=0.5413 ; Training set=0.0 ; Autoregressive–moving-average model=0.53612 ; Data mining=0.45572 ; Computer science=0.42403 ; Regression analysis=0.47402 ; Linear model=0.60218 ; Recurrent neural network=0.59942 ; Artificial intelligence=0.0 ; Machine learning=0.45508 ; Genetic algorithm=0.48803 ; ,2015,B,ML,mo
1393,1393,1393,1393,19860.0,Global exponential stability of delayed Hopfield neural networks,Tianping Chen,255,10.1016/S0893-6080(01)00059-4,,,Neural Networks,Mathematical optimization=0.43195 ; Control theory=0.43126 ; Exponential stability=0.58903 ; Artificial intelligence=0.0 ; Artificial neural network=0.54836 ; Hopfield network=0.73066 ; Machine learning=0.40916 ; Mathematics=0.37489 ; ,2001,C,ML,ml
1394,1394,1394,1394,19869.0,TextOntoEx: Automatic ontology construction from natural English text,Mohamed Yehia DahabHesham A. Hassan ; Ahmed Rafea ; ,101,10.1016/j.eswa.2007.01.043,,,Expert Systems With Applications,Data mining=0.42936 ; Computer science=0.4312 ; Natural language processing=0.45907 ; Artificial intelligence=0.0 ; Ontology (information science)=0.67537 ; Ontology engineering=0.7133 ; Ontology-based data integration=0.64373 ; Information retrieval=0.45257 ; Process ontology=0.65469 ; Open Biomedical Ontologies=0.65869 ; Suggested Upper Merged Ontology=0.65149 ; Upper ontology=0.69379 ; Ontology components=0.63699 ; ,2008,B,AI,mo
1395,1395,1395,1395,19874.0,Application of fuzzy extended AHP methodology on shipping registry selection: The case of Turkish maritime industry,Metin CelikI. Deha Er ; A. Fahri Ozok ; ,117,10.1016/j.eswa.2007.09.004,,,Expert Systems With Applications,Turkish=0.44669 ; Multidisciplinary approach=0.42245 ; Computer science=0.41334 ; Decision support system=0.49507 ; Fuzzy logic=0.43045 ; Operations research=0.45368 ; Originality=0.41278 ; Hierarchy=0.42908 ; Milestone (project management)=0.43272 ; Analytic hierarchy process=0.50768 ; ,2009,B,None,mo
1396,1396,1396,1396,19904.0,Recommender systems survey,J. BobadillaF. Ortega ; A. Hernando ; A. GutiéRrez ; ,1308,10.1016/j.knosys.2013.03.012,,,Knowledge Based Systems,Recommender system=0.72802 ; Data mining=0.44144 ; World Wide Web=0.48218 ; Collaborative filtering=0.68562 ; Cold start=0.67762 ; Computer science=0.4544 ; Internet of Things=0.0 ; Personally identifiable information=0.51967 ; Social information=0.0 ; Cold start (automotive)=0.41921 ; ,2013,B,None,ml
1397,1397,1397,1397,19912.0,Clustering documents with an exponential-family approximation of the Dirichlet compound multinomial distribution,Charles Elkan,102,10.1145/1143844.1143881,,,International Conference on Machine Learning,Dirichlet-multinomial distribution=0.62044 ; Perplexity=0.46543 ; Pattern recognition=0.4273 ; Multinomial distribution=0.53663 ; Exponential family=0.58825 ; Deterministic annealing=0.0 ; Burstiness=0.46805 ; Artificial intelligence=0.0 ; Dirichlet distribution=0.60431 ; Cluster analysis=0.51386 ; Machine learning=0.41752 ; Mathematics=0.40855 ; ,2006,A,ML,ml
1398,1398,1398,1398,19919.0,Fuzzy inference to risk assessment on nuclear engineering systems,Antonio César Ferreira GuimarãesCelso Marcelo Franklin Lapa ; ,112,10.1016/j.asoc.2005.06.002,,,Applied Soft Computing,Data mining=0.45097 ; Neuro-fuzzy=0.69003 ; Defuzzification=0.7176 ; Fuzzy classification=0.71073 ; Fuzzy set operations=0.73232 ; Artificial intelligence=0.0 ; Adaptive neuro fuzzy inference system=0.72657 ; Fuzzy control system=0.69189 ; Fuzzy number=0.73812 ; Machine learning=0.44636 ; Mathematics=0.39737 ; Fuzzy rule=0.72257 ; ,2007,B,ML,mo
1399,1399,1399,1399,19934.0,Extracting and composing robust features with denoising autoencoders,Pascal VincentHugo Larochelle ; Yoshua Bengio ; Pierre-Antoine Manzagol ; ,2596,10.1145/1390156.1390294,,,International Conference on Machine Learning,Noise reduction=0.42022 ; Autoencoder=0.59699 ; Pattern recognition=0.46668 ; Computer science=0.44012 ; Deep belief network=0.63394 ; Unsupervised learning=0.59341 ; Artificial intelligence=0.0 ; Generative grammar=0.43118 ; Nonlinear dimensionality reduction=0.50479 ; Discriminative model=0.53896 ; Machine learning=0.46803 ; Generative model=0.58123 ; ,2008,A,ML,ml
1400,1400,1400,1400,19943.0,Stability analysis and robustness design of nonlinear systems: An NN-based approach,Cheng-Wu Chen,110,10.1016/j.asoc.2010.11.004,,,Applied Soft Computing,Mathematical optimization=0.45868 ; Control theory=0.59581 ; Nonlinear system=0.54685 ; Controller design=0.0 ; Control theory=0.47754 ; Fuzzy logic=0.61264 ; Robustness (computer science)=0.51931 ; Tuned mass damper=0.46726 ; Fuzzy control system=0.63129 ; Linear matrix inequality=0.55101 ; Mathematics=0.39571 ; ,2011,B,None,mo
1401,1401,1401,1401,19974.0,Neural control of rhythmic arm movements,Matthew M. Williamson,236,10.1016/S0893-6080(98)00048-3,,,Neural Networks,Robotic arm=0.65652 ; Motion control=0.52655 ; Coupling=0.43854 ; Simulation=0.43574 ; Control theory=0.44104 ; Artificial intelligence=0.0 ; Artificial neural network=0.47919 ; Pendulum=0.47741 ; Robot=0.48725 ; Mathematics=0.33244 ; Arm solution=0.6507 ; Robotics=0.48075 ; ,1998,C,None,ml
1402,1402,1402,1402,19979.0,A personalized recommender system based on web usage mining and decision tree induction,Yoon Ho ChoJae Kyeong Kim ; Soung Hie Kim ; ,337,10.1016/S0957-4174(02)00052-0,,,Expert Systems With Applications,Recommender system=0.59293 ; Decision tree=0.513 ; Data mining=0.44677 ; Intelligent agent=0.50768 ; World Wide Web=0.46057 ; Collaborative filtering=0.597 ; Web mining=0.62584 ; Computer science=0.44246 ; Association rule learning=0.52566 ; Personalization=0.53959 ; The Internet=0.53069 ; ,2002,B,None,ml
1403,1403,1403,1403,20044.0,Intelligent lessons learned systems,Rosina WeberDavid W. Aha ; Irma Becerra-Fernandez ; ,164,10.1016/S0957-4174(00)00046-4,,,Expert Systems With Applications,Experiential learning=0.52185 ; Data mining=0.42147 ; Intelligent decision support system=0.62677 ; Knowledge sharing=0.63472 ; Computer science=0.44771 ; Systems design=0.50928 ; Knowledge management=0.47971 ; Software system=0.55877 ; Dissemination=0.4796 ; Case-based reasoning=0.50662 ; Government=0.4676 ; ,2001,B,None,ml
1404,1404,1404,1404,20045.0,Adaptive Fuzzy Identification and Control for a Class of Nonlinear Pure-Feedback MIMO Systems With Unknown Dead Zones,Yan-Jun LiuShaocheng Tong ; ,159,10.1109/TFUZZ.2014.2360954,,,IEEE Transactions on Fuzzy Systems,Backstepping=0.55262 ; Nonlinear system=0.53083 ; Nonlinear control=0.5943 ; Control theory=0.47375 ; Adaptive system=0.50733 ; Lyapunov stability=0.54066 ; Adaptive neuro fuzzy inference system=0.54109 ; Fuzzy control system=0.55403 ; Small-gain theorem=0.57688 ; Mathematics=0.4012 ; ,2015,B,None,mo
1405,1405,1405,1405,20052.0,A team formation model based on knowledge and collaboration,Hyeongon WiSeungjin Oh ; Jungtae Mun ; Mooyoung Jung ; ,158,10.1016/j.eswa.2008.12.031,,,Expert Systems With Applications,Team effectiveness=0.70467 ; Fuzzy model=0.0 ; Human resource management=0.52592 ; Social network=0.46373 ; Business activities=0.0 ; Psychological safety=0.65062 ; Computer science=0.421 ; Team composition=0.76803 ; Knowledge management=0.47173 ; Team software process=0.61338 ; ,2009,B,None,dl
1406,1406,1406,1406,20057.0,Using support vector machines with a novel hybrid feature selection method for diagnosis of erythemato-squamous diseases,Juanying XieChunxia Wang ; ,102,10.1016/j.eswa.2010.10.050,,,Expert Systems With Applications,Data mining=0.46748 ; Hyperparameter optimization=0.53126 ; Evaluation system=0.0 ; Pattern recognition=0.47534 ; Feature selection=0.62448 ; Computer science=0.43361 ; Support vector machine=0.57324 ; Feature set=0.0 ; Artificial intelligence=0.0 ; Real number=0.44817 ; Machine learning=0.46681 ; Kernel (statistics)=0.51173 ; ,2011,B,ML,ml
1407,1407,1407,1407,20079.0,Numerical solution of differential equations using multiquadric radial basis function networks,Nam Mai-DuyThanh Tran-Cong ; ,234,10.1016/S0893-6080(00)00095-2,,,Neural Networks,Numerical methods for ordinary differential equations=0.4901 ; Differential equation=0.5061 ; Mathematical optimization=0.40972 ; Radial basis function=0.50985 ; Mathematical analysis=0.43908 ; Linear differential equation=0.50376 ; Quadratic function=0.47566 ; Poisson distribution=0.45201 ; Numerical analysis=0.48369 ; Mathematics=0.39582 ; Collocation=0.45786 ; ,2001,C,None,mo
1408,1408,1408,1408,20095.0,A systematic review of machine learning techniques for software fault prediction,Ruchika Malhotra,146,10.1016/j.asoc.2014.11.023,,,Applied Soft Computing,Software fault=0.0 ; Data mining=0.46077 ; Systematic review=0.45335 ; Fault prone=0.0 ; Computer science=0.4592 ; Software=0.54843 ; Statistical model=0.46602 ; Systems development life cycle=0.53964 ; Artificial intelligence=0.0 ; Strengths and weaknesses=0.43084 ; Machine learning=0.47 ; ,2015,B,ML,ml
1409,1409,1409,1409,20103.0,Evolving non-trivial behaviors on real robots: A garbage collecting robot,Stefano Nolfi,112,10.1016/S0921-8890(97)00038-9,,,Robotics and Autonomous Systems,Social robot=0.61646 ; Robot control=0.64333 ; Evolutionary robotics=0.57008 ; Simulation=0.43761 ; Computer science=0.44653 ; Artificial intelligence=0.44827 ; Autonomous system (mathematics)=0.49791 ; Robot=0.54435 ; Mobile robot=0.61812 ; Genetic algorithm=0.48924 ; Robotics=0.51241 ; ,1997,B,AI,ml
1410,1410,1410,1410,20107.0,Design of a hybrid system for the diabetes and heart diseases,Humar KahramanliNovruz Allahverdi ; ,170,10.1016/j.eswa.2007.06.004,,,Expert Systems With Applications,Medical classification=0.44632 ; Data mining=0.4273 ; Computer science=0.38757 ; Fuzzy logic=0.46704 ; Hybrid neural network=0.52088 ; Artificial intelligence=0.0 ; Backpropagation=0.46829 ; Artificial neural network=0.48379 ; Pima Indian=0.0 ; Hybrid system=0.44279 ; Machine learning=0.427 ; ,2008,B,ML,ml
1411,1411,1411,1411,20122.0,A combined neural-wavelet model for prediction of Ligvanchai watershed precipitation,Vahid NouraniMohammad T. Alami ; Mohammad H. Aminfar ; ,170,10.1016/j.engappai.2008.09.003,,,Engineering Applications of Artificial Intelligence,Computer science=0.40188 ; Watershed=0.46969 ; Artificial intelligence=0.42701 ; Artificial neural network=0.5101 ; Precipitation=0.42494 ; Wavelet=0.49926 ; ,2009,B,AI,ml
1412,1412,1412,1412,20126.0,Some induced geometric aggregation operators with intuitionistic fuzzy information and their application to group decision making,Guiwu Wei,483,10.1016/j.asoc.2009.08.009,,,Applied Soft Computing,Monotonic function=0.46838 ; Mathematical optimization=0.43702 ; Fuzzy classification=0.57929 ; Fuzzy set operations=0.60842 ; Fuzzy logic=0.56715 ; Ordered weighted averaging aggregation operator=0.56938 ; Operator (computer programming)=0.48911 ; Fuzzy number=0.65544 ; Real number=0.50479 ; Mathematics=0.41878 ; ,2010,B,None,mo
1413,1413,1413,1413,20156.0,A feature selection method based on improved fisher's discriminant ratio for text sentiment classification,Suge WangDeyu Li ; Xiaolei Song ; Yingjie Wei ; Hongxia Li ; ,100,10.1016/j.eswa.2011.01.077,,,Expert Systems With Applications,Data mining=0.44641 ; Feature selection=0.55861 ; Computer science=0.42204 ; Artificial intelligence=0.0 ; Classifier (linguistics)=0.49292 ; Feeling=0.40287 ; The Internet=0.41907 ; Pattern recognition=0.45517 ; Word lists by frequency=0.49406 ; Subjectivity=0.47521 ; Discriminant=0.45693 ; Support vector machine=0.50241 ; Machine learning=0.4527 ; ,2011,B,ML,ml
1414,1414,1414,1414,20167.0,Universal approximation of an unknown mapping and its derivatives using multilayer feedforward networks,Kurt HornikMaxwell Stinchcombe ; Halbert White ; ,1262,10.1016/0893-6080(90)90005-6,,,Neural Networks,Mathematical optimization=0.44764 ; Function space=0.54034 ; Activation function=0.60344 ; Sobolev space=0.54149 ; Differentiable function=0.63265 ; Artificial neural network=0.54008 ; Mathematics=0.39871 ; Piecewise=0.65325 ; Feed forward=0.46824 ; ,1990,C,None,mo
1415,1415,1415,1415,20180.0,Evaluation of hazardous waste transportation firms by using a two step fuzzy-AHP and TOPSIS methodology,Alev Taskin Gumus,290,10.1016/j.eswa.2008.03.013,,,Expert Systems With Applications,Computer science=0.39308 ; Fuzzy logic=0.48166 ; Risk analysis (engineering)=0.43804 ; Artificial intelligence=0.0 ; TOPSIS=0.55543 ; Occupational safety and health=0.41462 ; Accident prevention=0.0 ; Hazardous waste=0.58798 ; Fuzzy ahp=0.0 ; Machine learning=0.39395 ; Human health=0.0 ; ,2009,B,ML,ml
1416,1416,1416,1416,20181.0,An adaptive structure neural networks with application to EEG automatic seizure detection,W. WengK. Khorasani ; ,106,10.1016/0893-6080(96)00032-9,,,Neural Networks,Seizure detection=0.0 ; Adaptive system=0.48841 ; Computer science=0.42433 ; Algorithm=0.45174 ; Epileptic seizure=0.46439 ; Artificial intelligence=0.0 ; Artificial neural network=0.52912 ; Backpropagation=0.5164 ; Neuron generation=0.0 ; Perceptron=0.55 ; Electroencephalography=0.44241 ; Machine learning=0.4506 ; ,1996,C,ML,ml
1417,1417,1417,1417,20234.0,A comparison of supervised and unsupervised neural networks in predicting bankruptcy of Korean firms,Kidong LeeDavid Booth ; Pervaiz Alam ; ,159,10.1016/j.eswa.2005.01.004,,,Expert Systems With Applications,Data mining=0.44492 ; Computer science=0.40705 ; Self-organizing map=0.63039 ; Unsupervised learning=0.66604 ; Artificial intelligence=0.0 ; Deep learning=0.65903 ; Artificial neural network=0.62859 ; Pattern recognition=0.4505 ; Bankruptcy prediction=0.63086 ; Types of artificial neural networks=0.65153 ; Bankruptcy=0.46487 ; Linear discriminant analysis=0.57039 ; Machine learning=0.45629 ; ,2005,B,ML,ml
1418,1418,1418,1418,20242.0,"SIFT, SURF & seasons: Appearance-based long-term localization in outdoor environments",Christoffer ValgrenAchim J. Lilienthal ; ,130,10.1016/j.robot.2009.09.010,,,Robotics and Autonomous Systems,Scale-invariant feature transform=0.54887 ; Computer vision=0.46481 ; Multiple data=0.0 ; Epipolar geometry=0.55736 ; Simulation=0.3984 ; Feature (computer vision)=0.53686 ; Computer science=0.41523 ; Appearance based=0.0 ; Artificial intelligence=0.0 ; Information and Computer Science=0.50868 ; ,2010,B,AI,ml
